index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Colquitt,Shaw,3487,84,274,75,0,433,344,449,304,0,1097,5,15,6,0,26,1556,
1,Colquitt,Moultrie,4809,338,1164,295,0,1797,220,576,313,1,1110,18,18,13,0,49,2956,
2,Colquitt,Autreyville,1512,249,410,65,2,726,47,100,48,0,195,10,7,2,0,19,940,
3,Colquitt,Bridgecreek,1191,269,435,75,2,781,24,42,34,0,100,7,3,2,0,12,893,
4,Colquitt,Crosland,289,87,32,20,0,139,23,15,8,1,47,0,0,1,0,1,187,
5,Colquitt,Doerun,619,147,120,19,0,286,76,33,29,0,138,5,2,0,0,7,431,
6,Colquitt,Funston,1030,277,268,63,2,610,28,44,27,0,99,9,2,1,0,12,721,
7,Colquitt,Hamilton,784,259,199,45,0,503,16,24,11,0,51,4,6,3,0,13,567,
8,Colquitt,Hartsfield,408,169,83,38,1,291,9,10,8,0,27,0,0,0,0,0,318,
9,Colquitt,Hopewell,1670,261,598,110,2,971,32,87,45,1,165,9,13,4,0,26,1162,
10,Colquitt,Lee,1094,210,277,69,0,556,28,53,22,0,103,2,3,3,0,8,667,
11,Colquitt,Millcreek,422,107,132,35,0,274,5,12,9,0,26,4,1,0,0,5,305,
12,Colquitt,Monk,1555,342,441,86,0,869,36,77,58,0,171,5,5,0,0,10,1050,
13,Colquitt,Murphy,973,188,419,55,0,662,16,52,29,0,97,1,10,2,0,13,772,
14,Colquitt,Norman Park,2586,394,676,139,0,1209,94,154,118,0,366,11,8,6,0,25,1600,
15,Colquitt,Robinson,860,224,199,47,0,470,38,32,15,0,85,10,6,0,0,16,571,
16,Colquitt,Thigpen,251,99,45,14,0,158,6,3,5,0,14,0,0,1,0,1,173,
17,Colquitt,Tyty,543,223,76,29,0,328,9,10,7,0,26,5,0,1,0,6,360,
18,Colquitt,Warrior,971,278,250,53,0,581,32,26,15,0,73,4,2,2,0,8,662,
