index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Colquitt,Shaw,3487,79,268,82,0,429,354,472,326,0,1152,4,4,1,0,9,1590,
1,Colquitt,Moultrie,4809,345,1165,289,0,1799,225,593,350,1,1169,9,12,7,0,28,2996,
2,Colquitt,Autreyville,1512,260,415,69,2,746,45,102,55,0,202,5,3,0,0,8,956,
3,Colquitt,Bridgecreek,1191,274,444,75,2,795,23,38,38,0,99,1,1,0,0,2,896,
4,Colquitt,Crosland,289,86,31,20,0,137,24,17,9,1,51,0,0,0,0,0,188,
5,Colquitt,Doerun,619,152,120,22,0,294,76,38,26,0,140,2,0,1,0,3,437,
6,Colquitt,Funston,1030,279,268,63,3,613,26,49,32,0,107,7,2,1,0,10,730,
7,Colquitt,Hamilton,784,263,205,44,0,512,19,23,13,0,55,1,1,2,0,4,571,
8,Colquitt,Hartsfield,408,172,84,34,1,291,7,8,12,0,27,1,1,0,0,2,320,
9,Colquitt,Hopewell,1670,264,598,107,2,971,35,97,54,1,187,6,8,0,0,14,1172,
10,Colquitt,Lee,1094,211,275,72,0,558,27,58,23,0,108,2,1,0,0,3,669,
11,Colquitt,Millcreek,422,112,132,37,0,281,5,11,11,0,27,1,1,0,0,2,310,
12,Colquitt,Monk,1555,345,446,97,0,888,36,78,56,0,170,3,3,0,0,6,1064,
13,Colquitt,Murphy,973,190,430,56,0,676,14,50,32,0,96,1,5,0,0,6,778,
14,Colquitt,Norman Park,2586,404,678,144,0,1226,95,162,115,0,372,2,5,8,0,15,1613,
15,Colquitt,Robinson,860,232,202,46,0,480,39,36,18,0,93,1,2,0,0,3,576,
16,Colquitt,Thigpen,251,100,45,14,0,159,8,3,6,0,17,0,0,0,0,0,176,
17,Colquitt,Tyty,543,220,76,32,0,328,14,10,7,0,31,3,0,0,0,3,362,
18,Colquitt,Warrior,971,282,250,62,0,594,36,32,16,0,84,1,0,0,0,1,679,
