County,Registered Voters,Darius Pattillo (I) (Dem)_Election Day Votes,Darius Pattillo (I) (Dem)_Advanced Voting Votes,Darius Pattillo (I) (Dem)_Absentee by Mail Votes,Darius Pattillo (I) (Dem)_Provisional Votes,Darius Pattillo (I) (Dem)_Choice Total,Total Votes
Henry,171905.0,12530.0,58108.0,23682.0,79.0,94399.0,94399.0
