County,Registered Voters,Shannon Wallace (I) (Rep)_Election Day Votes,Shannon Wallace (I) (Rep)_Advanced Voting Votes,Shannon Wallace (I) (Rep)_Absentee by Mail Votes,Shannon Wallace (I) (Rep)_Provisional Votes,Shannon Wallace (I) (Rep)_Choice Total,Total Votes
Cherokee,190531.0,27759.0,65348.0,26108.0,22.0,119237.0,119237.0
