County,Registered Voters,Penny A. Penn (I) (Rep)_Election Day Votes,Penny A. Penn (I) (Rep)_Advanced Voting Votes,Penny A. Penn (I) (Rep)_Absentee by Mail Votes,Penny A. Penn (I) (Rep)_Provisional Votes,Penny A. Penn (I) (Rep)_Choice Total,Total Votes
Forsyth,163984.0,11988.0,74082.0,22019.0,43.0,108132.0,108132.0
