County,Registered Voters,Gregory W. Edwards (I) (Dem)_Election Day Votes,Gregory W. Edwards (I) (Dem)_Advanced Voting Votes,Gregory W. Edwards (I) (Dem)_Absentee by Mail Votes,Gregory W. Edwards (I) (Dem)_Provisional Votes,Gregory W. Edwards (I) (Dem)_Choice Total,Total Votes
Dougherty,61172.0,10008.0,11436.0,9362.0,94.0,30900.0,30900.0
