County,Registered Voters,Tasha M. Mosley (I) (Dem)_Election Day Votes,Tasha M. Mosley (I) (Dem)_Advanced Voting Votes,Tasha M. Mosley (I) (Dem)_Absentee by Mail Votes,Tasha M. Mosley (I) (Dem)_Provisional Votes,Tasha M. Mosley (I) (Dem)_Choice Total,Total Votes
Clayton,193326.0,18632.0,54528.0,28512.0,425.0,102097.0,102097.0
