County,Registered Voters,George Hartwig (I) (Rep)_Election Day Votes,George Hartwig (I) (Rep)_Advanced Voting Votes,George Hartwig (I) (Rep)_Absentee by Mail Votes,George Hartwig (I) (Rep)_Provisional Votes,George Hartwig (I) (Rep)_Choice Total,Erikka B. Williams (Dem)_Election Day Votes,Erikka B. Williams (Dem)_Advanced Voting Votes,Erikka B. Williams (Dem)_Absentee by Mail Votes,Erikka B. Williams (Dem)_Provisional Votes,Erikka B. Williams (Dem)_Choice Total,Total Votes
Houston,105315.0,10479.0,19404.0,8140.0,44.0,38067.0,7548.0,15965.0,11689.0,47.0,35249.0,73316.0
