index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Catoosa,Blackstock,1952,386,588,114,0,1088,40,107,60,1,208,9,7,3,0,19,1315,
1,Catoosa,Boynton,6027,685,2445,368,3,3501,130,562,304,0,996,26,36,8,0,70,4567,
2,Catoosa,Catoosa Keith,2611,485,877,170,0,1532,54,165,110,0,329,18,16,5,0,39,1900,
3,Catoosa,Chambers,2552,328,1130,180,3,1641,56,183,112,0,351,13,13,7,1,34,2026,
4,Catoosa,Ft Oglethorpe,4054,378,1296,314,1,1989,109,376,216,0,701,5,21,7,0,33,2723,
5,Catoosa,Graysville,4501,564,1617,255,3,2439,104,339,215,0,658,22,24,5,0,51,3148,
6,Catoosa,Lakeview,3572,354,1098,201,1,1654,88,259,137,1,485,10,16,9,1,36,2175,
7,Catoosa,Poplar Springs,4191,474,1691,268,0,2433,71,321,189,1,582,21,17,5,0,43,3058,
8,Catoosa,Ringgold,7414,581,2980,516,3,4080,148,766,413,0,1327,18,49,15,0,82,5489,
9,Catoosa,Westside,5895,412,2126,418,2,2958,92,554,256,0,902,18,27,12,0,57,3917,
10,Catoosa,Woodstation,2946,523,1177,148,4,1852,84,191,118,0,393,18,10,2,0,30,2275,
