index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Catoosa,Blackstock,1952,359,570,110,0,1039,38,95,57,1,191,21,24,4,0,49,1279,
1,Catoosa,Boynton,6027,671,2378,377,3,3429,100,484,256,0,840,48,100,19,0,167,4436,
2,Catoosa,Catoosa Keith,2611,473,837,162,0,1472,48,142,94,0,284,27,37,15,0,79,1835,
3,Catoosa,Chambers,2552,316,1096,188,3,1603,51,164,96,0,311,18,35,8,1,62,1976,
4,Catoosa,Ft Oglethorpe,4054,360,1267,304,1,1932,89,329,208,0,626,25,56,18,0,99,2657,
5,Catoosa,Graysville,4501,544,1587,243,3,2377,81,291,185,0,557,40,56,11,0,107,3041,
6,Catoosa,Lakeview,3572,315,1053,189,1,1558,77,218,121,0,416,38,64,19,2,123,2097,
7,Catoosa,Poplar Springs,4191,434,1639,264,0,2337,69,275,161,1,506,47,52,20,0,119,2962,
8,Catoosa,Ringgold,7414,556,2918,531,3,4008,129,650,358,0,1137,42,128,32,0,202,5347,
9,Catoosa,Westside,5895,377,2065,383,1,2826,77,473,232,1,783,41,94,30,0,165,3774,
10,Catoosa,Woodstation,2946,506,1142,160,1,1809,59,163,95,1,318,35,34,11,0,80,2207,
