index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Coffee,Douglas,17243,988,4643,603,3,6237,674,1796,722,0,3192,58,126,45,0,229,9658,
1,Coffee,Ambrose,2053,347,620,93,0,1060,71,126,38,3,238,6,11,5,0,22,1320,
2,Coffee,Bridgetown,344,110,61,7,0,178,35,15,9,0,59,2,2,0,0,4,241,
3,Coffee,Broxton,2398,323,756,70,3,1152,126,132,71,0,329,13,10,1,0,24,1505,
4,Coffee,Nicholls,2115,367,485,60,2,914,87,108,64,0,259,5,12,4,1,22,1195,
5,Coffee,West Green,961,295,246,48,0,589,14,9,8,0,31,11,1,2,0,14,634,
