index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Coffee,Douglas,17243,1261,4685,1018,0,6964,398,1535,286,2,2221,9185,
1,Coffee,Ambrose,2053,299,526,85,2,912,93,177,35,1,306,1218,
2,Coffee,Bridgetown,344,93,61,12,0,166,41,13,2,0,56,222,
3,Coffee,Broxton,2398,312,659,95,3,1069,118,182,37,0,337,1406,
4,Coffee,Nicholls,2115,335,412,88,0,835,97,163,27,0,287,1122,
5,Coffee,West Green,961,220,170,44,0,434,80,63,12,0,155,589,
