index,County,Precinct,Registered Voters,Marjorie Taylor Greene (Rep)_Election Day Votes,Marjorie Taylor Greene (Rep)_Advanced Voting Votes,Marjorie Taylor Greene (Rep)_Absentee by Mail Votes,Marjorie Taylor Greene (Rep)_Provisional Votes,Marjorie Taylor Greene (Rep)_Choice Total,Kevin Van Ausdal (Dem)_Election Day Votes,Kevin Van Ausdal (Dem)_Advanced Voting Votes,Kevin Van Ausdal (Dem)_Absentee by Mail Votes,Kevin Van Ausdal (Dem)_Provisional Votes,Kevin Van Ausdal (Dem)_Choice Total,Total,
0,Murray,McDonald,2524,319,941,140,0,1400,56,117,63,0,236,1636,
1,Murray,Shuck Pen,2940,612,900,142,0,1654,102,147,62,0,311,1965,
2,Murray,Southwest,3215,667,825,190,0,1682,73,92,62,0,227,1909,
3,Murray,Spring Place,3671,505,1295,189,0,1989,106,218,148,0,472,2461,
4,Murray,Town,5766,647,2244,419,0,3310,104,364,205,0,673,3983,
5,Murray,Carters-Doolittle,2045,454,591,138,0,1183,41,74,40,0,155,1338,
6,Murray,North,2123,539,648,121,0,1308,49,64,60,0,173,1481,
