index,County,Precinct,Registered Voters,Timothy G. Vaughn (I) (Rep)_Election Day Votes,Timothy G. Vaughn (I) (Rep)_Advanced Voting Votes,Timothy G. Vaughn (I) (Rep)_Absentee by Mail Votes,Timothy G. Vaughn (I) (Rep)_Provisional Votes,Timothy G. Vaughn (I) (Rep)_Choice Total,Total,
0,Montgomery,Ailey,431,78,161,37,0,276,276,
1,Montgomery,Alston,472,138,158,33,0,329,329,
2,Montgomery,Higgston,1340,281,453,108,0,842,842,
3,Montgomery,Kibbee,532,156,145,60,0,361,361,
4,Montgomery,Mount Vernon,1444,208,390,136,0,734,734,
5,Montgomery,Tarrytown,333,104,90,29,0,223,223,
6,Montgomery,Uvalda,911,221,206,66,0,493,493,
