index,County,Precinct,Registered Voters,Gregory Johnson_Election Day Votes,Gregory Johnson_Advanced Voting Votes,Gregory Johnson_Absentee by Mail Votes,Gregory Johnson_Provisional Votes,Gregory Johnson_Choice Total,"Doug P. Roper, III_Election Day Votes","Doug P. Roper, III_Advanced Voting Votes","Doug P. Roper, III_Absentee by Mail Votes","Doug P. Roper, III_Provisional Votes","Doug P. Roper, III_Choice Total",Total,
0,Montgomery,Higgston,1340,2,8,8,0,18,19,50,8,0,77,95,
