index,County,Precinct,Registered Voters,Harold Rozier (I) (Rep)_Election Day Votes,Harold Rozier (I) (Rep)_Advanced Voting Votes,Harold Rozier (I) (Rep)_Absentee by Mail Votes,Harold Rozier (I) (Rep)_Provisional Votes,Harold Rozier (I) (Rep)_Choice Total,Tyrone S. Harris (Dem)_Election Day Votes,Tyrone S. Harris (Dem)_Advanced Voting Votes,Tyrone S. Harris (Dem)_Absentee by Mail Votes,Tyrone S. Harris (Dem)_Provisional Votes,Tyrone S. Harris (Dem)_Choice Total,Total,
0,Pierce,Hacklebarney-Cason,3524,236,1333,217,0,1786,52,342,159,0,553,2339,
