index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Union,Blairsville,2435,251,904,309,3,1467,25,146,166,0,337,9,28,12,0,49,1853,
1,Union,Coosa,2294,384,916,230,0,1530,27,127,102,0,256,12,18,9,0,39,1825,
2,Union,Choestoe,1377,272,489,136,1,898,22,87,80,0,189,5,10,3,0,18,1105,
3,Union,Jones Creek,1945,398,703,221,2,1324,30,108,119,0,257,8,13,7,0,28,1609,
4,Union,Owltown,1517,238,534,185,0,957,23,102,122,0,247,7,8,5,0,20,1224,
5,Union,Ivy Log,2008,359,743,268,0,1370,26,115,100,0,241,13,24,16,0,53,1664,
6,Union,Suches,611,227,84,55,0,366,25,16,46,0,87,7,2,2,0,11,464,
7,Union,Trackrock,1110,194,388,127,0,709,17,74,69,0,160,7,8,1,0,16,885,
8,Union,Dooley,1531,318,459,157,2,936,39,101,107,0,247,12,7,12,0,31,1214,
9,Union,Gumlog,2143,375,773,249,1,1398,25,112,111,0,248,14,16,16,0,46,1692,
10,Union,Pat Colwell,2230,311,908,247,2,1468,33,167,147,0,347,8,12,8,0,28,1843,
