index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Union,Blairsville,2435,263,933,319,3,1518,20,152,183,0,355,5,7,0,0,12,1885,
1,Union,Coosa,2294,399,930,246,0,1575,22,131,115,0,268,6,5,0,0,11,1854,
2,Union,Choestoe,1377,272,497,138,1,908,23,89,87,0,199,5,4,1,0,10,1117,
3,Union,Jones Creek,1945,404,704,232,2,1342,37,118,121,0,276,2,3,0,0,5,1623,
4,Union,Owltown,1517,241,536,185,0,962,22,106,130,0,258,6,2,2,0,10,1230,
5,Union,Ivy Log,2008,373,760,267,0,1400,23,122,122,0,267,4,3,8,0,15,1682,
6,Union,Suches,611,234,87,60,0,381,28,17,48,0,93,1,0,1,0,2,476,
7,Union,Trackrock,1110,192,388,118,0,698,17,81,82,0,180,7,3,0,0,10,888,
8,Union,Dooley,1531,324,469,155,2,950,42,99,119,0,260,7,2,4,0,13,1223,
9,Union,Gumlog,2143,382,785,261,1,1429,29,116,132,0,277,5,3,3,0,11,1717,
10,Union,Pat Colwell,2230,316,919,251,2,1488,37,167,164,0,368,1,4,4,0,9,1865,
