index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Union,Blairsville,2435,1,3,2,0,6,0,2,1,0,3,147,592,192,2,933,0,0,1,0,1,7,10,7,0,24,1,4,0,0,5,3,14,4,1,22,4,13,15,0,32,1,3,0,0,4,1,9,2,0,12,1,4,5,0,10,3,16,12,0,31,84,278,109,0,471,2,3,3,0,8,2,5,2,0,9,1,3,0,0,4,0,3,0,0,3,5,8,1,0,14,16,107,126,0,249,2,2,7,0,11,1852,
1,Union,Coosa,2294,2,1,3,0,6,2,1,0,0,3,247,604,147,0,998,0,2,1,0,3,4,12,2,0,18,0,0,0,0,0,3,2,2,0,7,3,10,17,0,30,2,5,2,0,9,3,6,0,0,9,2,3,2,0,7,3,12,5,0,20,125,290,85,0,500,1,2,0,0,3,1,5,2,0,8,0,3,2,0,5,1,0,3,0,4,4,9,3,0,16,14,93,71,0,178,0,1,2,0,3,1827,
2,Union,Choestoe,1377,0,1,0,0,1,1,0,0,0,1,179,323,104,0,606,1,2,2,0,5,3,3,3,0,9,0,2,0,0,2,2,3,0,0,5,2,9,9,0,20,0,1,1,0,2,3,0,0,0,3,1,3,0,0,4,5,4,6,0,15,75,159,38,0,272,1,1,0,0,2,1,4,1,0,6,1,0,0,0,1,0,1,2,0,3,3,3,0,0,6,19,64,55,0,138,0,2,1,0,3,1104,
3,Union,Jones Creek,1945,1,1,1,0,3,2,2,1,0,5,242,441,149,0,832,3,1,5,0,9,6,10,1,1,18,0,3,0,0,3,4,5,1,0,10,3,17,11,0,31,2,3,1,0,6,1,5,3,1,10,1,2,2,0,5,2,11,2,0,15,134,239,75,0,448,0,4,2,0,6,1,2,2,0,5,1,1,1,0,3,1,1,1,0,3,2,2,0,0,4,24,71,89,0,184,0,0,1,0,1,1601,
4,Union,Owltown,1517,0,1,0,0,1,1,2,0,0,3,157,372,126,0,655,0,0,1,0,1,2,8,1,0,11,0,1,0,0,1,4,1,1,0,6,0,12,7,0,19,1,4,0,0,5,3,0,0,0,3,0,0,1,0,1,5,14,7,0,26,67,152,63,0,282,1,1,0,0,2,4,1,1,0,6,2,0,0,0,2,0,0,2,0,2,4,3,0,0,7,14,68,103,0,185,0,3,2,0,5,1223,
5,Union,Ivy Log,2008,1,3,0,0,4,0,1,0,0,1,217,472,166,0,855,1,5,1,0,7,5,14,0,0,19,0,1,0,0,1,7,2,1,0,10,2,12,10,0,24,1,2,2,0,5,3,8,2,0,13,3,5,3,0,11,1,11,14,0,26,121,248,106,0,475,2,2,0,0,4,4,3,3,0,10,1,2,0,0,3,0,4,2,0,6,8,4,0,0,12,17,76,80,0,173,0,2,1,0,3,1662,
6,Union,Suches,611,0,0,0,0,0,0,0,1,0,1,167,56,43,0,266,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3,1,5,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,1,0,8,53,30,19,0,102,2,0,1,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,16,16,37,0,69,2,0,0,0,2,469,
7,Union,Trackrock,1110,1,0,0,0,1,0,2,2,0,4,141,262,92,0,495,0,0,0,0,0,2,5,3,0,10,0,0,0,0,0,1,7,1,0,9,2,5,10,0,17,1,1,0,0,2,2,3,0,0,5,0,1,1,0,2,1,5,7,0,13,46,109,28,0,183,0,3,0,0,3,4,3,0,0,7,0,0,0,0,0,0,1,1,0,2,4,2,1,0,7,10,60,53,0,123,0,0,2,0,2,885,
8,Union,Dooley,1531,0,0,0,0,0,1,2,2,0,5,189,284,111,2,586,0,1,0,0,1,7,6,3,0,16,2,0,0,0,2,5,6,2,0,13,10,14,8,0,32,2,0,2,0,4,2,6,0,0,8,0,4,1,0,5,5,7,11,0,23,111,153,45,0,309,0,1,1,0,2,4,2,2,0,8,0,2,0,0,2,1,0,0,0,1,2,4,0,0,6,24,68,89,0,181,1,1,1,0,3,1207,
9,Union,Gumlog,2143,0,1,0,0,1,1,1,0,0,2,251,524,156,1,932,0,0,2,0,2,6,7,1,0,14,0,0,0,0,0,1,9,4,0,14,3,22,12,0,37,0,3,0,0,3,6,3,2,0,11,3,3,2,0,8,3,13,12,0,28,102,223,101,0,426,2,2,2,0,6,3,1,3,0,7,0,0,1,0,1,1,1,3,0,5,4,4,0,0,8,20,74,88,0,182,0,1,1,0,2,1689,
