index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Union,Blairsville,2435,242,895,308,3,1448,21,136,158,0,315,12,21,19,0,52,1815,
1,Union,Coosa,2294,369,911,227,0,1507,20,115,99,0,234,16,22,11,0,49,1790,
2,Union,Choestoe,1377,265,488,140,1,894,19,76,77,0,172,6,15,4,0,25,1091,
3,Union,Jones Creek,1945,385,689,222,2,1298,26,98,115,0,239,6,19,9,0,34,1571,
4,Union,Owltown,1517,232,527,197,0,956,19,92,106,0,217,10,16,7,0,33,1206,
5,Union,Ivy Log,2008,351,732,275,0,1358,23,111,97,0,231,12,16,13,0,41,1630,
6,Union,Suches,611,219,77,53,0,349,26,17,46,0,89,6,5,6,0,17,455,
7,Union,Trackrock,1110,186,377,115,0,678,13,72,75,0,160,8,12,6,0,26,864,
8,Union,Dooley,1531,314,451,154,2,921,36,87,112,0,235,12,18,5,0,35,1191,
9,Union,Gumlog,2143,357,763,251,1,1372,21,103,114,0,238,24,14,17,0,55,1665,
10,Union,Pat Colwell,2230,301,886,256,1,1444,31,149,134,1,315,9,19,17,0,45,1804,
