index,County,Precinct,Registered Voters,"Fred J. Clark, III (I) (Rep)_Election Day Votes","Fred J. Clark, III (I) (Rep)_Advanced Voting Votes","Fred J. Clark, III (I) (Rep)_Absentee by Mail Votes","Fred J. Clark, III (I) (Rep)_Provisional Votes","Fred J. Clark, III (I) (Rep)_Choice Total",Total,
0,Pulaski,Courthouse Annex,5687,415,2485,452,1,3353,3353,
