index,County,Precinct,Registered Voters,Larry Walker (I) (Rep)_Election Day Votes,Larry Walker (I) (Rep)_Advanced Voting Votes,Larry Walker (I) (Rep)_Absentee by Mail Votes,Larry Walker (I) (Rep)_Provisional Votes,Larry Walker (I) (Rep)_Choice Total,Julius Newberry Johnson (Dem)_Election Day Votes,Julius Newberry Johnson (Dem)_Advanced Voting Votes,Julius Newberry Johnson (Dem)_Absentee by Mail Votes,Julius Newberry Johnson (Dem)_Provisional Votes,Julius Newberry Johnson (Dem)_Choice Total,Total,
0,Pulaski,Courthouse Annex,5687,326,2157,332,0,2815,167,661,308,0,1136,3951,
