index,County,Precinct,Registered Voters,Jenna Stewart Mashburn (I) (Rep)_Election Day Votes,Jenna Stewart Mashburn (I) (Rep)_Advanced Voting Votes,Jenna Stewart Mashburn (I) (Rep)_Absentee by Mail Votes,Jenna Stewart Mashburn (I) (Rep)_Provisional Votes,Jenna Stewart Mashburn (I) (Rep)_Choice Total,Total,
0,Pulaski,Courthouse Annex,5687,401,2409,437,1,3248,3248,
