index,County,Precinct,Registered Voters,Timothy G. Vaughn (I) (Rep)_Election Day Votes,Timothy G. Vaughn (I) (Rep)_Advanced Voting Votes,Timothy G. Vaughn (I) (Rep)_Absentee by Mail Votes,Timothy G. Vaughn (I) (Rep)_Provisional Votes,Timothy G. Vaughn (I) (Rep)_Choice Total,Total,
0,Pulaski,Courthouse Annex,5687,404,2425,422,1,3252,3252,
