index,County,Precinct,Registered Voters,"Noel Williams, Jr. (I) (Rep)_Election Day Votes","Noel Williams, Jr. (I) (Rep)_Advanced Voting Votes","Noel Williams, Jr. (I) (Rep)_Absentee by Mail Votes","Noel Williams, Jr. (I) (Rep)_Provisional Votes","Noel Williams, Jr. (I) (Rep)_Choice Total",Regina Awung (Dem)_Election Day Votes,Regina Awung (Dem)_Advanced Voting Votes,Regina Awung (Dem)_Absentee by Mail Votes,Regina Awung (Dem)_Provisional Votes,Regina Awung (Dem)_Choice Total,Total,
0,Pulaski,Courthouse Annex,5687,326,2145,324,1,2796,153,620,298,0,1071,3867,
