index,County,Precinct,Registered Voters,Michael King (Rep)_Election Day Votes,Michael King (Rep)_Advanced Voting Votes,Michael King (Rep)_Absentee by Mail Votes,Michael King (Rep)_Provisional Votes,Michael King (Rep)_Choice Total,Total,
0,Pulaski,Courthouse Annex,5687,404,2422,437,1,3264,3264,
