index,County,Precinct,Registered Voters,Eric Vickers (I) (Rep)_Election Day Votes,Eric Vickers (I) (Rep)_Advanced Voting Votes,Eric Vickers (I) (Rep)_Absentee by Mail Votes,Eric Vickers (I) (Rep)_Provisional Votes,Eric Vickers (I) (Rep)_Choice Total,Total,
0,Pulaski,Courthouse Annex,5687,422,2512,447,1,3382,3382,
