index,County,Precinct,Registered Voters,Mike Davis (Rep)_Election Day Votes,Mike Davis (Rep)_Advanced Voting Votes,Mike Davis (Rep)_Absentee by Mail Votes,Mike Davis (Rep)_Provisional Votes,Mike Davis (Rep)_Choice Total,Eric Bisher (Ind)_Election Day Votes,Eric Bisher (Ind)_Advanced Voting Votes,Eric Bisher (Ind)_Absentee by Mail Votes,Eric Bisher (Ind)_Provisional Votes,Eric Bisher (Ind)_Choice Total,Total,
0,Bleckley,Fairground,0,756,2247,544,1,3548,453,1040,434,1,1928,5476,
