index,County,Precinct,Registered Voters,Paige Baggs (I) (Rep)_Election Day Votes,Paige Baggs (I) (Rep)_Advanced Voting Votes,Paige Baggs (I) (Rep)_Absentee by Mail Votes,Paige Baggs (I) (Rep)_Provisional Votes,Paige Baggs (I) (Rep)_Choice Total,Total,
0,Bleckley,Fairground,0,1166,3128,805,0,5099,5099,
