index,County,Precinct,Registered Voters,Larry Walker (I) (Rep)_Election Day Votes,Larry Walker (I) (Rep)_Advanced Voting Votes,Larry Walker (I) (Rep)_Absentee by Mail Votes,Larry Walker (I) (Rep)_Provisional Votes,Larry Walker (I) (Rep)_Choice Total,Julius Newberry Johnson (Dem)_Election Day Votes,Julius Newberry Johnson (Dem)_Advanced Voting Votes,Julius Newberry Johnson (Dem)_Absentee by Mail Votes,Julius Newberry Johnson (Dem)_Provisional Votes,Julius Newberry Johnson (Dem)_Choice Total,Total,
0,Bleckley,Fairground,0,955,2788,639,2,4384,269,540,389,0,1198,5582,
