index,County,Precinct,Registered Voters,Joseph Calhoun Mathis (I) (Rep)_Election Day Votes,Joseph Calhoun Mathis (I) (Rep)_Advanced Voting Votes,Joseph Calhoun Mathis (I) (Rep)_Absentee by Mail Votes,Joseph Calhoun Mathis (I) (Rep)_Provisional Votes,Joseph Calhoun Mathis (I) (Rep)_Choice Total,Total,
0,Bleckley,Fairground,0,1141,3095,802,1,5039,5039,
