index,County,Precinct,Registered Voters,Jonathan R. Fordham (I) (Rep)_Election Day Votes,Jonathan R. Fordham (I) (Rep)_Advanced Voting Votes,Jonathan R. Fordham (I) (Rep)_Absentee by Mail Votes,Jonathan R. Fordham (I) (Rep)_Provisional Votes,Jonathan R. Fordham (I) (Rep)_Choice Total,Total,
0,Bleckley,Fairground,0,1124,3059,770,1,4954,4954,
