index,County,Precinct,Registered Voters,Carol Evans (I) (Rep)_Election Day Votes,Carol Evans (I) (Rep)_Advanced Voting Votes,Carol Evans (I) (Rep)_Absentee by Mail Votes,Carol Evans (I) (Rep)_Provisional Votes,Carol Evans (I) (Rep)_Choice Total,Total,
0,Bleckley,Fairground,0,1141,3075,779,1,4996,4996,
