index,County,Precinct,Registered Voters,Holly E. Henry-Perry (I) (Rep)_Election Day Votes,Holly E. Henry-Perry (I) (Rep)_Advanced Voting Votes,Holly E. Henry-Perry (I) (Rep)_Absentee by Mail Votes,Holly E. Henry-Perry (I) (Rep)_Provisional Votes,Holly E. Henry-Perry (I) (Rep)_Choice Total,Total,
0,Rabun,Rabun County,13072,1328,5048,2118,0,8494,8494,
