index,County,Precinct,Registered Voters,Jonathan Rolader (I) (Rep)_Election Day Votes,Jonathan Rolader (I) (Rep)_Advanced Voting Votes,Jonathan Rolader (I) (Rep)_Absentee by Mail Votes,Jonathan Rolader (I) (Rep)_Provisional Votes,Jonathan Rolader (I) (Rep)_Choice Total,Total,
0,Rabun,Rabun County,13072,1320,5027,2080,0,8427,8427,
