index,County,Precinct,Registered Voters,Sam Beck (I) (Rep)_Election Day Votes,Sam Beck (I) (Rep)_Advanced Voting Votes,Sam Beck (I) (Rep)_Absentee by Mail Votes,Sam Beck (I) (Rep)_Provisional Votes,Sam Beck (I) (Rep)_Choice Total,Total,
0,Rabun,Rabun County,13072,1332,5062,2127,0,8521,8521,
