index,County,Precinct,Registered Voters,George R. Christian (I) (Rep)_Election Day Votes,George R. Christian (I) (Rep)_Advanced Voting Votes,George R. Christian (I) (Rep)_Absentee by Mail Votes,George R. Christian (I) (Rep)_Provisional Votes,George R. Christian (I) (Rep)_Choice Total,Total,
0,Rabun,Rabun County,13072,1301,4914,2031,0,8246,8246,
