index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Madison,Colbert,3342,464,1003,361,0,1828,120,215,68,1,404,2232,
1,Madison,Collins,647,160,150,53,0,363,41,34,12,0,87,450,
2,Madison,Comer,1441,257,386,206,0,849,60,79,26,0,165,1014,
3,Madison,Danielsville,3003,261,1035,334,0,1630,59,263,63,0,385,2015,
4,Madison,Fork,566,152,113,52,0,317,35,15,16,0,66,383,
5,Madison,Harrison,610,184,124,53,0,361,51,30,9,0,90,451,
6,Madison,Hull,4376,574,1169,520,1,2264,140,273,105,0,518,2782,
7,Madison,Ila,1746,264,453,179,0,896,66,119,40,0,225,1121,
8,Madison,Mill,1646,284,510,144,0,938,48,112,43,1,204,1142,
9,Madison,Paoli,267,80,61,30,0,171,22,7,4,0,33,204,
10,Madison,Pittman,1949,352,525,279,0,1156,64,118,39,0,221,1377,
11,Madison,Poca,1127,235,274,126,0,635,61,68,17,0,146,781,
