index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Madison,Colbert,3342,454,984,225,1,1664,159,322,221,0,702,7,13,13,0,33,2399,
1,Madison,Collins,647,191,167,45,0,403,12,24,21,0,57,5,1,0,0,6,466,
2,Madison,Comer,1441,246,369,101,0,716,88,133,143,0,364,5,4,2,0,11,1091,
3,Madison,Danielsville,3003,291,1208,285,0,1784,50,169,135,0,354,12,13,3,0,28,2166,
4,Madison,Fork,566,166,81,26,0,273,28,60,42,0,130,2,2,0,0,4,407,
5,Madison,Harrison,610,240,146,59,0,445,9,19,6,0,34,3,4,0,0,7,486,
6,Madison,Hull,4376,540,1066,343,1,1950,218,457,314,1,990,18,17,7,0,42,2982,
7,Madison,Ila,1746,307,538,156,0,1001,37,59,72,0,168,3,7,4,0,14,1183,
8,Madison,Mill,1646,322,601,136,1,1060,33,75,70,0,178,10,5,2,0,17,1255,
9,Madison,Paoli,267,103,65,23,0,191,9,8,10,0,27,0,0,1,0,1,219,
10,Madison,Pittman,1949,358,564,213,0,1135,74,106,112,0,292,9,9,5,0,23,1450,
11,Madison,Poca,1127,284,314,106,0,704,23,46,46,0,115,9,2,3,0,14,833,
