index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Madison,Colbert,3342,412,865,296,1,1574,179,362,139,0,680,2254,
1,Madison,Collins,647,133,130,38,0,301,66,52,23,0,141,442,
2,Madison,Comer,1441,244,341,182,0,767,72,129,49,0,250,1017,
3,Madison,Danielsville,3003,239,893,256,0,1388,80,398,137,0,615,2003,
4,Madison,Fork,566,117,98,41,0,256,69,29,25,0,123,379,
5,Madison,Harrison,610,157,116,38,0,311,79,40,24,0,143,454,
6,Madison,Hull,4376,546,1049,446,1,2042,180,401,176,0,757,2799,
7,Madison,Ila,1746,255,375,154,0,784,78,195,68,0,341,1125,
8,Madison,Mill,1646,245,450,122,1,818,87,174,67,0,328,1146,
9,Madison,Paoli,267,75,51,22,0,148,28,20,12,0,60,208,
10,Madison,Pittman,1949,305,439,224,0,968,113,197,90,0,400,1368,
11,Madison,Poca,1127,213,232,106,0,551,85,103,31,0,219,770,
