index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
19,Chatham,2-12C Williams Court Apts,1683,54,46,15,0,115,160,312,279,4,755,21,28,10,0,59,929,
20,Chatham,3-01C Old Courthouse,458,46,36,44,0,126,24,70,63,1,158,0,3,4,0,7,291,
21,Chatham,3-02C Temple Mickve Israel,1598,125,186,113,1,425,68,277,266,2,613,13,20,12,0,45,1083,
22,Chatham,3-03C Savannah High School,1185,17,27,16,0,60,182,198,129,5,514,8,4,1,0,13,587,
23,Chatham,3-04C First African Baptist Church1558,30,16,17,0,63,291,233,234,0,758,12,2,3,0,17,838,,
24,Chatham,3-05C Aldersgate Youth Center 2107,101,111,56,0,268,245,322,262,2,831,30,17,9,0,56,1155,,
25,Chatham,3-08C Jenkins High School,1210,83,86,42,0,211,117,232,181,0,530,8,8,4,0,20,761,
26,Chatham,3-09C Cokesbury Methodist,664,147,72,46,1,266,65,67,82,1,215,12,8,7,0,27,508,
27,Chatham,3-10C Bible Baptist Church,2640,99,69,47,1,216,366,506,428,1,1301,22,10,9,0,41,1558,
28,Chatham,3-11C Southside Baptist Church1481,54,61,37,1,153,220,254,203,2,679,17,7,5,0,29,861,,
29,Chatham,3-12C Thunderbolt Muni Complex1678,242,175,80,0,497,164,183,225,1,573,26,11,13,0,50,1120,,
30,Chatham,3-13C New Cov 7 Day Adv Ch,2303,164,235,128,0,527,178,348,243,2,771,24,10,5,0,39,1337,
31,Chatham,3-14C Oglethorpe Charter Academy2381,82,162,95,0,339,236,452,430,1,1119,13,8,13,0,34,1492,,
32,Chatham,3-15C Eli Whitney Complex,816,58,130,102,0,290,62,117,146,0,325,4,5,6,0,15,630,
33,Chatham,4-02C Frank Murray Comm Center2472,316,503,175,0,994,94,231,263,0,588,23,23,19,0,65,1647,,
34,Chatham,4-04C Lighthouse Baptist Church2470,467,500,241,4,1212,81,182,261,0,524,22,18,15,0,55,1791,,
35,Chatham,4-05C St Francis Episcopal Church2244,450,454,209,1,1114,108,182,219,0,509,31,15,23,0,69,1692,,
36,Chatham,4-06C First Baptist of the Island2252,454,553,235,2,1244,80,145,221,0,446,30,17,9,1,57,1747,,
37,Chatham,4-07C Wilmington Island UMC,3370,514,724,336,4,1578,113,254,376,0,743,27,30,23,0,80,2401,
38,Chatham,4-08C Wilmington Island Pres Church2678,531,669,341,1,1542,78,181,287,1,547,26,14,13,0,53,2142,,
39,Chatham,4-10C Guard House Comm Ctr,1469,339,211,128,2,680,123,127,151,1,402,19,10,12,0,41,1123,
40,Chatham,4-11C Tybee Island School Cafe1640,475,162,137,1,775,155,107,155,0,417,10,7,8,0,25,1217,,
41,Chatham,4-12C St Peters Episcopal,2294,576,459,371,3,1409,70,133,280,0,483,19,7,15,0,41,1933,
42,Chatham,4-13C Skidaway Island Pres Church2469,505,478,479,2,1464,52,183,334,0,569,11,14,12,0,37,2070,,
43,Chatham,4-14C Skidaway Island Baptist 1744,364,315,316,2,997,44,124,270,0,438,5,8,11,0,24,1459,,
44,Chatham,4-15C Skidaway Island State Park0,293,323,415,3,1034,38,131,285,0,454,9,2,12,0,23,1511,,
45,Chatham,5-01C Bartlett Middle School,1063,67,48,36,0,151,128,170,126,0,424,11,7,4,0,22,597,
46,Chatham,5-02C Senior Citizens Center,783,23,12,9,0,44,104,111,121,1,337,7,5,2,0,14,395,
47,Chatham,5-03C Butler Presbyterian Church1078,12,5,8,0,25,177,155,175,6,513,8,7,1,0,16,554,,
48,Chatham,5-05C Liberty City Comm Ctr,2574,19,17,7,0,43,406,548,568,2,1524,10,7,4,1,22,1589,
49,Chatham,5-06C Seed Church,2598,76,67,36,1,180,247,419,337,6,1009,21,15,10,0,46,1235,
50,Chatham,5-07C Station 1,1856,97,85,59,0,241,207,317,227,5,756,13,14,8,1,36,1033,
51,Chatham,5-08C Savannah Primitive BC,1848,93,123,77,0,293,179,312,270,2,763,15,13,12,1,41,1097,
52,Chatham,5-10C Tatumville Community Center3507,37,39,24,0,100,518,645,660,5,1828,14,16,12,0,42,1970,,
53,Chatham,5-11C Largo-Tibet Elementary,3019,77,134,171,2,384,304,590,380,7,1281,15,8,8,0,31,1696,
54,Chatham,6-01C White Bluff Presbyterian1919,141,149,84,3,377,161,318,224,2,705,32,10,15,1,58,1140,,
55,Chatham,6-02C Windsor Forest Baptist,2290,389,407,230,0,1026,132,261,275,1,669,22,19,12,0,53,1748,
56,Chatham,6-03C Crusader Comm Center,2736,262,329,171,1,763,209,453,416,1,1079,27,15,12,0,54,1896,
57,Chatham,6-05C Windsor Hall,1993,137,175,107,0,419,198,317,250,0,765,14,8,12,0,34,1218,
58,Chatham,6-06C The Light Church,1543,125,199,92,0,416,129,177,137,0,443,18,7,5,0,30,889,
59,Chatham,6-08C Christ Memorial Baptist Church2194,87,145,75,0,307,218,370,264,2,854,19,17,11,0,47,1208,,
60,Chatham,6-09C Trinity Lutheran Church 3319,299,416,241,1,957,240,518,391,7,1156,35,28,19,0,82,2195,,
61,Chatham,6-10C Station 3,4184,380,668,302,2,1352,239,625,594,4,1462,30,33,27,1,91,2905,
62,Chatham,6-11C Bamboo Farms,5149,311,444,178,4,937,414,951,633,5,2003,40,31,29,0,100,3040,
63,Chatham,7-01C Garden City Senior Ctr,1542,178,169,99,0,446,105,139,140,0,384,19,8,7,0,34,864,
64,Chatham,7-03C PB Edwards Gym,1290,286,125,77,0,488,92,57,77,0,226,19,6,2,0,27,741,
65,Chatham,7-04C Lake Shore Comm Ctr,3067,184,178,58,0,420,370,691,342,1,1404,34,29,8,0,71,1895,
66,Chatham,7-05C Woodlawn Baptist Church 1305,131,125,40,0,296,135,176,105,0,416,9,4,3,0,16,728,,
67,Chatham,7-06C Pooler City Hall,3555,240,571,205,1,1017,171,493,410,1,1075,16,37,17,0,70,2162,
68,Chatham,7-07C Rothwell Baptist Church 3932,265,903,370,3,1541,111,437,394,2,944,25,35,20,3,83,2568,,
69,Chatham,7-08C Bloomingdale Comm Ctr,2733,489,622,195,0,1306,70,119,135,0,324,27,17,9,0,53,1683,
70,Chatham,7-09C Savannah Holy C of G,2823,227,308,145,1,681,202,365,359,2,928,26,19,8,1,54,1663,
71,Chatham,7-10C Progressive Rec Center,4288,259,427,169,2,857,310,726,512,4,1552,39,54,24,2,119,2528,
72,Chatham,7-11C Seventh Day Adv Church,6469,441,714,259,6,1420,415,1164,764,7,2350,69,74,33,1,177,3947,
73,Chatham,7-12C Pooler Church,3334,172,544,220,4,940,157,668,514,0,1339,21,31,21,0,73,2352,
74,Chatham,7-13C Southside Fire Trng Ctr 2513,225,690,366,1,1282,63,260,379,0,702,16,23,16,0,55,2039,,
75,Chatham,7-14C Coastal Cathedral,7572,379,768,453,2,1602,536,1471,1142,7,3156,58,52,43,0,153,4911,
76,Chatham,7-15C Rice Creek School,2564,249,211,72,3,535,259,424,258,2,943,26,11,5,0,42,1520,
77,Chatham,7-16C Pooler Recreation Center Gymnasium3701,224,825,390,5,1444,108,542,437,7,1094,20,49,31,0,100,2638,,
78,Chatham,8-01C Civic Center,850,21,28,18,0,67,55,100,80,3,238,5,3,2,0,10,315,
79,Chatham,8-02C Hellenic Center,1709,73,67,44,0,184,176,346,226,1,749,18,12,8,0,38,971,
80,Chatham,8-03C Silk Hope Baptist Church831,150,99,39,0,288,55,44,58,0,157,2,4,1,0,7,452,,
81,Chatham,8-05C W Broad St YMCA,1543,18,6,2,0,26,253,201,162,1,617,13,8,4,0,25,668,
82,Chatham,8-06C Tompkins Rec Center,1055,12,6,0,1,19,181,138,152,1,472,8,8,5,0,21,512,
83,Chatham,8-07C Woodville-Tompkins TI,630,9,6,2,1,18,120,99,82,0,301,3,2,4,0,9,328,
84,Chatham,8-08C Resur of Our Lord Church1704,14,8,6,0,28,298,251,267,4,820,9,2,1,0,12,860,,
85,Chatham,8-09C Moses Jackson Center,1362,11,5,3,0,19,250,191,198,6,645,7,3,3,1,14,678,
86,Chatham,8-10C Carver Heights Comm Ctr 1784,11,10,2,0,23,335,254,352,0,941,9,3,6,0,18,982,,
87,Chatham,8-11C Butler Elementary,1386,9,2,4,0,15,238,302,355,0,895,8,1,4,0,13,923,
88,Chatham,8-12C Beach High School,1310,42,51,16,1,110,150,209,146,1,506,8,6,7,0,21,637,
89,Chatham,8-13C Savannah Christian,1022,103,92,48,1,244,37,38,50,1,126,11,9,5,0,25,395,
90,Chatham,8-15C Garden City Rec Center,1622,24,34,20,0,78,198,270,228,2,698,7,7,2,1,17,793,
91,Chatham,8-16C Royal Cinemas and IMAX,3087,195,553,239,1,988,143,486,442,2,1073,11,42,23,0,76,2137,
