index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Chatham,1-01C First Presbyterian Church3187,437,893,815,0,2145,80,133,81,0,294,2439,,
1,Chatham,1-05C JEA Building,2106,289,527,460,1,1277,72,101,43,1,217,1494,
2,Chatham,1-06C Central Church of Christ2035,367,455,456,2,1280,63,71,57,0,191,1471,,
3,Chatham,1-08C Grace United Methodist Church1667,338,350,286,1,975,68,75,48,0,191,1166,,
4,Chatham,1-09C Immanuel Baptist Church 739,116,119,112,3,350,26,31,14,0,71,421,,
5,Chatham,1-10C St Thomas Episcopal Church1101,323,232,241,1,797,62,30,23,1,116,913,,
6,Chatham,1-12C Isle of Hope Baptist,1909,510,449,395,1,1355,84,79,54,0,217,1572,
7,Chatham,1-13C The Sanctuary,1396,259,293,237,1,790,63,72,34,0,169,959,
8,Chatham,1-14C Compassion Christian Church1718,244,408,351,1,1004,57,101,52,0,210,1214,,
9,Chatham,1-16C Ferguson Ave Baptist,2905,585,671,423,5,1684,118,161,58,0,337,2021,
10,Chatham,1-17C Islands Christian Church3136,455,854,748,1,2058,102,175,89,0,366,2424,,
11,Chatham,2-02C Blackshear Community Center1714,183,269,201,4,657,74,51,52,5,182,839,,
12,Chatham,2-03C W W Law Center,1609,189,242,215,1,647,57,54,35,1,147,794,
13,Chatham,2-04C Fellowship of Love Church3178,366,487,452,1,1306,116,135,134,0,385,1691,,
14,Chatham,2-05C Holy Spirit Lutheran Church2079,252,432,289,3,976,79,91,70,1,241,1217,,
15,Chatham,2-06C Eli Whitney Complex,759,110,107,73,2,292,39,24,24,0,87,379,
16,Chatham,2-07C Christ Community Church 2808,306,491,388,2,1187,113,141,71,0,325,1512,,
17,Chatham,2-09C Salvation Army,3342,330,634,532,2,1498,142,164,119,2,427,1925,
18,Chatham,2-11C Stillwell Towers,1900,261,236,226,1,724,96,76,55,0,227,951,
19,Chatham,2-12C Williams Court Apts,1683,185,317,249,3,754,45,57,47,1,150,904,
20,Chatham,3-01C Old Courthouse,458,63,97,103,1,264,8,9,6,0,23,287,
21,Chatham,3-02C Temple Mickve Israel,1598,164,423,352,2,941,40,52,34,0,126,1067,
22,Chatham,3-03C Savannah High School,1185,142,173,102,4,421,64,56,40,0,160,581,
23,Chatham,3-04C First African Baptist Church1558,234,194,183,0,611,103,56,59,0,218,829,,
24,Chatham,3-05C Aldersgate Youth Center 2107,284,337,260,1,882,89,92,67,1,249,1131,,
25,Chatham,3-08C Jenkins High School,1210,159,256,183,0,598,47,67,40,0,154,752,
26,Chatham,3-09C Cokesbury Methodist,664,182,118,116,0,416,36,26,16,1,79,495,
27,Chatham,3-10C Bible Baptist Church,2640,335,415,372,1,1123,151,157,115,1,424,1547,
28,Chatham,3-11C Southside Baptist Church1481,211,241,194,2,648,77,70,47,1,195,843,,
29,Chatham,3-12C Thunderbolt Muni Complex1678,343,301,243,0,887,92,66,65,0,223,1110,,
30,Chatham,3-13C New Cov 7 Day Adv Ch,2303,291,469,310,1,1071,69,110,61,0,240,1311,
31,Chatham,3-14C Oglethorpe Charter Academy2381,246,464,408,1,1119,85,152,112,0,349,1468,,
32,Chatham,3-15C Eli Whitney Complex,816,88,209,223,0,520,35,39,29,0,103,623,
33,Chatham,4-02C Frank Murray Comm Center2472,358,616,394,0,1368,71,134,51,0,256,1624,,
34,Chatham,4-04C Lighthouse Baptist Church2470,454,581,452,4,1491,94,118,59,0,271,1762,,
35,Chatham,4-05C St Francis Episcopal Church2244,479,555,386,1,1421,98,92,59,0,249,1670,,
36,Chatham,4-06C First Baptist of the Island2252,467,584,390,3,1444,78,123,55,0,256,1700,,
37,Chatham,4-07C Wilmington Island UMC,3370,532,808,657,2,1999,118,174,70,1,363,2362,
38,Chatham,4-08C Wilmington Island Pres Church2678,538,722,565,2,1827,87,128,70,0,285,2112,,
39,Chatham,4-10C Guard House Comm Ctr,1469,387,295,256,2,940,81,49,32,1,163,1103,
40,Chatham,4-11C Tybee Island School Cafe1640,549,228,273,1,1051,99,43,28,0,170,1221,,
41,Chatham,4-12C St Peters Episcopal,2294,552,501,596,3,1652,93,77,66,0,236,1888,
42,Chatham,4-13C Skidaway Island Pres Church2469,486,588,743,3,1820,75,76,64,0,215,2035,,
43,Chatham,4-14C Skidaway Island Baptist 1744,337,391,557,3,1288,56,53,41,0,150,1438,,
44,Chatham,4-15C Skidaway Island State Park0,291,385,675,3,1354,43,66,53,1,163,1517,,
45,Chatham,5-01C Bartlett Middle School,1063,159,176,135,0,470,54,49,26,0,129,599,
46,Chatham,5-02C Senior Citizens Center,783,88,95,103,0,286,40,33,28,1,102,388,
47,Chatham,5-03C Butler Presbyterian Church1078,142,117,136,6,401,55,44,42,0,141,542,,
48,Chatham,5-05C Liberty City Comm Ctr,2574,302,399,438,2,1141,131,166,125,0,422,1563,
49,Chatham,5-06C Seed Church,2598,247,367,306,3,923,97,125,69,3,294,1217,
50,Chatham,5-07C Station 1,1856,245,335,236,3,819,64,82,54,2,202,1021,
51,Chatham,5-08C Savannah Primitive BC,1848,199,338,302,2,841,85,106,46,0,237,1078,
52,Chatham,5-10C Tatumville Community Center3507,361,521,501,5,1388,196,185,156,0,537,1925,,
53,Chatham,5-11C Largo-Tibet Elementary,3019,286,557,463,4,1310,113,168,77,5,363,1673,
54,Chatham,6-01C White Bluff Presbyterian1919,247,396,276,4,923,92,82,46,2,222,1145,,
55,Chatham,6-02C Windsor Forest Baptist,2290,444,551,450,1,1446,93,122,66,0,281,1727,
56,Chatham,6-03C Crusader Comm Center,2736,385,634,480,1,1500,111,155,110,1,377,1877,
57,Chatham,6-05C Windsor Hall,1993,262,391,294,0,947,92,97,67,0,256,1203,
58,Chatham,6-06C The Light Church,1543,215,293,199,0,707,64,84,32,0,180,887,
59,Chatham,6-08C Christ Memorial Baptist Church2194,221,403,287,1,912,98,117,53,1,269,1181,,
60,Chatham,6-09C Trinity Lutheran Church 3319,458,783,563,5,1809,108,165,86,3,362,2171,,
61,Chatham,6-10C Station 3,4184,522,1101,778,5,2406,116,218,123,2,459,2865,
62,Chatham,6-11C Bamboo Farms,5149,599,1071,667,5,2342,167,327,151,4,649,2991,
63,Chatham,7-01C Garden City Senior Ctr,1542,229,258,196,0,683,65,59,42,0,166,849,
64,Chatham,7-03C PB Edwards Gym,1290,297,152,131,0,580,99,37,21,0,157,737,
65,Chatham,7-04C Lake Shore Comm Ctr,3067,441,683,315,1,1440,138,190,82,0,410,1850,
66,Chatham,7-05C Woodlawn Baptist Church 1305,204,226,117,0,547,68,72,30,0,170,717,,
67,Chatham,7-06C Pooler City Hall,3555,317,849,490,2,1658,97,225,115,0,437,2095,
68,Chatham,7-07C Rothwell Baptist Church 3932,340,1060,667,5,2072,61,266,100,3,430,2502,,
69,Chatham,7-08C Bloomingdale Comm Ctr,2733,445,577,280,1,1303,125,172,65,0,362,1665,
70,Chatham,7-09C Savannah Holy C of G,2823,340,538,403,2,1283,98,148,92,2,340,1623,
71,Chatham,7-10C Progressive Rec Center,4288,481,964,579,7,2031,123,234,109,0,466,2497,
72,Chatham,7-11C Seventh Day Adv Church,6469,717,1559,866,10,3152,191,357,171,3,722,3874,
73,Chatham,7-12C Pooler Church,3334,262,939,608,4,1813,89,294,132,0,515,2328,
74,Chatham,7-13C Southside Fire Trng Ctr 2513,237,793,655,0,1685,57,158,85,1,301,1986,,
75,Chatham,7-14C Coastal Cathedral,7572,733,1774,1343,8,3858,233,480,273,2,988,4846,
76,Chatham,7-15C Rice Creek School,2564,415,478,260,2,1155,117,151,63,2,333,1488,
77,Chatham,7-16C Pooler Recreation Center Gymnasium3701,265,1142,724,7,2138,73,231,120,4,428,2566,,
78,Chatham,8-01C Civic Center,850,60,112,86,3,261,24,22,10,0,56,317,
79,Chatham,8-02C Hellenic Center,1709,220,348,245,1,814,49,70,28,0,147,961,
80,Chatham,8-03C Silk Hope Baptist Church831,165,118,83,0,366,43,24,17,0,84,450,,
81,Chatham,8-05C W Broad St YMCA,1543,191,163,118,1,473,81,53,38,0,172,645,
82,Chatham,8-06C Tompkins Rec Center,1055,145,106,112,2,365,61,47,43,1,152,517,
83,Chatham,8-07C Woodville-Tompkins TI,630,84,74,64,0,222,40,29,22,1,92,314,
84,Chatham,8-08C Resur of Our Lord Church1704,208,191,189,2,590,118,68,80,1,267,857,,
85,Chatham,8-09C Moses Jackson Center,1362,173,138,143,5,459,94,57,55,2,208,667,
86,Chatham,8-10C Carver Heights Comm Ctr 1784,227,177,253,0,657,125,94,78,0,297,954,,
87,Chatham,8-11C Butler Elementary,1386,176,224,274,0,674,75,82,74,0,231,905,
88,Chatham,8-12C Beach High School,1310,152,202,131,2,487,47,54,27,0,128,615,
89,Chatham,8-13C Savannah Christian,1022,119,107,75,1,302,33,32,22,1,88,390,
90,Chatham,8-15C Garden City Rec Center,1622,167,219,179,2,567,62,95,64,1,222,789,
91,Chatham,8-16C Royal Cinemas and IMAX,3087,269,847,593,1,1710,68,220,103,2,393,2103,
