index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
75,Chatham,7-14C Coastal Cathedral,7572,383,773,464,1,1621,532,1462,1148,8,3150,68,72,54,1,195,4966,
76,Chatham,7-15C Rice Creek School,2564,253,208,77,3,541,252,416,252,2,922,31,24,8,0,63,1526,
77,Chatham,7-16C Pooler Recreation Center Gymnasium3701,223,828,401,7,1459,106,539,430,6,1081,25,54,37,0,116,2656,,
78,Chatham,8-01C Civic Center,850,20,28,19,0,67,60,101,80,3,244,3,4,4,0,11,322,
79,Chatham,8-02C Hellenic Center,1709,71,73,47,0,191,168,340,233,1,742,26,15,7,0,48,981,
80,Chatham,8-03C Silk Hope Baptist Church831,156,103,41,0,300,52,45,58,0,155,6,3,0,0,9,464,,
81,Chatham,8-05C W Broad St YMCA,1543,19,4,1,0,24,252,203,165,1,621,14,10,6,0,30,675,
82,Chatham,8-06C Tompkins Rec Center,1055,11,6,4,1,22,180,145,152,2,479,9,6,4,0,19,520,
83,Chatham,8-07C Woodville-Tompkins TI,630,8,6,2,0,16,122,102,84,1,309,1,0,3,0,4,329,
84,Chatham,8-08C Resur of Our Lord Church1704,14,9,9,0,32,300,251,270,4,825,11,5,3,0,19,876,,
85,Chatham,8-09C Moses Jackson Center,1362,15,5,4,0,24,248,192,205,6,651,6,1,2,0,9,684,
86,Chatham,8-10C Carver Heights Comm Ctr 1784,13,8,2,0,23,338,263,353,0,954,5,3,8,0,16,993,,
87,Chatham,8-11C Butler Elementary,1386,7,5,7,0,19,242,303,357,0,902,9,1,4,0,14,935,
88,Chatham,8-12C Beach High School,1310,41,56,16,1,114,151,205,146,1,503,10,6,7,0,23,640,
89,Chatham,8-13C Savannah Christian,1022,107,97,47,1,252,34,39,51,1,125,14,9,7,0,30,407,
90,Chatham,8-15C Garden City Rec Center,1622,28,30,19,0,77,193,278,231,2,704,10,9,8,1,28,809,
91,Chatham,8-16C Royal Cinemas and IMAX,3087,198,556,251,1,1006,134,489,432,2,1057,20,39,29,0,88,2151,
