index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Chatham,1-01C First Presbyterian Church3187,331,409,286,0,1026,162,616,611,0,1389,37,37,31,0,105,2520,,
1,Chatham,1-05C JEA Building,2106,215,239,165,1,620,129,367,328,0,824,28,31,18,1,78,1522,
2,Chatham,1-06C Central Church of Christ2035,331,294,221,1,847,87,232,288,1,608,33,15,19,1,68,1523,,
3,Chatham,1-08C Grace United Methodist Church1667,281,211,144,0,636,106,215,181,1,503,18,10,11,0,39,1178,,
4,Chatham,1-09C Immanuel Baptist Church 739,73,57,39,2,171,64,91,88,1,244,10,3,6,0,19,434,,
5,Chatham,1-10C St Thomas Episcopal Church1101,318,174,159,2,653,52,85,97,0,234,24,13,9,0,46,933,,
6,Chatham,1-12C Isle of Hope Baptist,1909,507,379,275,1,1162,76,153,174,0,403,16,16,8,0,40,1605,
7,Chatham,1-13C The Sanctuary,1396,238,231,113,1,583,82,128,162,0,372,17,16,9,0,42,997,
8,Chatham,1-14C Compassion Christian Church1718,235,348,200,1,784,66,164,202,0,432,14,15,17,0,46,1262,,
9,Chatham,1-16C Ferguson Ave Baptist,2905,581,641,279,4,1505,116,191,193,1,501,28,15,24,0,67,2073,
10,Chatham,1-17C Islands Christian Church3136,456,808,459,0,1723,75,225,385,1,686,32,36,28,0,96,2505,,
11,Chatham,2-02C Blackshear Community Center1714,45,77,43,1,166,193,235,216,8,652,16,14,8,0,38,856,,
12,Chatham,2-03C W W Law Center,1609,51,54,22,0,127,171,230,234,1,636,20,17,13,1,51,814,
13,Chatham,2-04C Fellowship of Love Church3178,59,45,40,0,144,395,564,581,1,1541,29,28,14,0,71,1756,,
14,Chatham,2-05C Holy Spirit Lutheran Church2079,54,54,25,1,134,255,452,338,3,1048,22,30,14,0,66,1248,,
15,Chatham,2-06C Eli Whitney Complex,759,27,34,11,0,72,110,97,85,2,294,8,12,5,0,25,391,
16,Chatham,2-07C Christ Community Church 2808,96,71,52,0,219,316,544,403,3,1266,25,29,21,0,75,1560,,
17,Chatham,2-09C Salvation Army,3342,92,105,52,0,249,349,673,611,3,1636,39,30,17,0,86,1971,
18,Chatham,2-11C Stillwell Towers,1900,56,66,33,0,155,283,247,251,3,784,17,11,14,0,42,981,
19,Chatham,2-12C Williams Court Apts,1683,55,52,15,0,122,156,309,281,4,750,23,27,16,0,66,938,
20,Chatham,3-01C Old Courthouse,458,47,42,42,0,131,21,68,67,1,157,3,1,2,0,6,294,
21,Chatham,3-02C Temple Mickve Israel,1598,127,191,115,2,435,67,275,264,1,607,10,19,20,0,49,1091,
22,Chatham,3-03C Savannah High School,1185,22,28,17,1,68,179,196,132,3,510,6,7,2,1,16,594,
23,Chatham,3-04C First African Baptist Church1558,30,15,15,0,60,294,234,235,0,763,10,6,4,0,20,843,,
24,Chatham,3-05C Aldersgate Youth Center 2107,109,114,58,0,281,247,318,267,2,834,28,18,15,0,61,1176,,
25,Chatham,3-08C Jenkins High School,1210,83,94,48,0,225,114,221,181,0,516,12,9,5,0,26,767,
26,Chatham,3-09C Cokesbury Methodist,664,150,75,44,1,270,62,66,85,1,214,16,8,11,0,35,519,
27,Chatham,3-10C Bible Baptist Church,2640,96,80,51,1,228,376,500,437,1,1314,19,9,6,0,34,1576,
28,Chatham,3-11C Southside Baptist Church1481,54,65,37,1,157,221,255,202,2,680,17,5,7,0,29,866,,
29,Chatham,3-12C Thunderbolt Muni Complex1678,254,184,80,0,518,166,183,228,1,578,18,12,16,0,46,1142,,
30,Chatham,3-13C New Cov 7 Day Adv Ch,2303,164,238,130,0,532,180,337,235,2,754,20,21,14,0,55,1341,
31,Chatham,3-14C Oglethorpe Charter Academy2381,81,163,98,0,342,235,457,423,1,1116,14,5,19,0,38,1496,,
32,Chatham,3-15C Eli Whitney Complex,816,61,134,106,0,301,59,115,146,0,320,5,7,4,0,16,637,
33,Chatham,4-02C Frank Murray Comm Center2472,319,517,177,0,1013,90,231,266,0,587,26,21,21,0,68,1668,,
34,Chatham,4-04C Lighthouse Baptist Church2470,460,507,246,2,1215,80,178,260,0,518,28,20,23,2,73,1806,,
35,Chatham,4-05C St Francis Episcopal Church2244,458,451,212,1,1122,111,181,220,0,512,29,25,24,0,78,1712,,
36,Chatham,4-06C First Baptist of the Island2252,459,558,239,2,1258,74,146,217,0,437,31,15,9,1,56,1751,,
37,Chatham,4-07C Wilmington Island UMC,3370,510,729,338,4,1581,106,249,379,0,734,50,36,25,0,111,2426,
38,Chatham,4-08C Wilmington Island Pres Church2678,525,666,343,1,1535,79,182,299,1,561,32,15,14,0,61,2157,,
39,Chatham,4-10C Guard House Comm Ctr,1469,348,209,125,2,684,118,128,154,1,401,20,11,18,0,49,1134,
40,Chatham,4-11C Tybee Island School Cafe1640,476,166,137,0,779,148,105,153,0,406,27,5,9,1,42,1227,,
41,Chatham,4-12C St Peters Episcopal,2294,581,467,378,3,1429,63,128,281,0,472,25,9,17,0,51,1952,
42,Chatham,4-13C Skidaway Island Pres Church2469,509,485,502,2,1498,48,181,315,0,544,14,13,20,0,47,2089,,
43,Chatham,4-14C Skidaway Island Baptist 1744,365,317,337,2,1021,46,125,259,0,430,3,10,14,0,27,1478,,
44,Chatham,4-15C Skidaway Island State Park0,295,324,436,4,1059,39,131,274,0,444,10,4,16,0,30,1533,,
45,Chatham,5-01C Bartlett Middle School,1063,67,51,36,0,154,124,167,127,0,418,13,11,5,0,29,601,
46,Chatham,5-02C Senior Citizens Center,783,28,14,11,0,53,105,110,117,1,333,2,5,5,0,12,398,
47,Chatham,5-03C Butler Presbyterian Church1078,12,8,9,0,29,177,151,177,6,511,8,7,2,0,17,557,,
48,Chatham,5-05C Liberty City Comm Ctr,2574,20,13,13,0,46,408,549,574,2,1533,17,7,8,1,33,1612,
49,Chatham,5-06C Seed Church,2598,81,70,43,1,195,247,418,328,7,1000,20,17,15,1,53,1248,
50,Chatham,5-07C Station 1,1856,94,88,63,0,245,205,320,223,4,752,18,13,13,2,46,1043,
51,Chatham,5-08C Savannah Primitive BC,1848,91,124,81,0,296,185,313,276,2,776,15,13,12,1,41,1113,
52,Chatham,5-10C Tatumville Community Center3507,37,43,23,0,103,517,645,663,5,1830,19,24,16,0,59,1992,,
53,Chatham,5-11C Largo-Tibet Elementary,3019,81,133,175,2,391,295,587,371,7,1260,23,16,20,0,59,1710,
54,Chatham,6-01C White Bluff Presbyterian1919,139,152,85,3,379,161,317,221,2,701,36,16,23,1,76,1156,,
55,Chatham,6-02C Windsor Forest Baptist,2290,389,408,226,0,1023,132,268,278,1,679,20,18,22,0,60,1762,
56,Chatham,6-03C Crusader Comm Center,2736,269,343,176,1,789,206,447,416,1,1070,30,15,18,0,63,1922,
57,Chatham,6-05C Windsor Hall,1993,139,181,110,0,430,198,308,255,0,761,16,17,9,0,42,1233,
58,Chatham,6-06C The Light Church,1543,128,204,94,0,426,124,176,131,0,431,25,9,13,0,47,904,
59,Chatham,6-08C Christ Memorial Baptist Church2194,97,148,84,0,329,217,372,264,1,854,15,20,12,1,48,1231,,
60,Chatham,6-09C Trinity Lutheran Church 3319,306,416,251,1,974,249,520,384,6,1159,33,33,26,1,93,2226,,
61,Chatham,6-10C Station 3,4184,381,671,305,2,1359,244,627,592,4,1467,31,35,32,1,99,2925,
62,Chatham,6-11C Bamboo Farms,5149,323,458,179,4,964,398,954,631,6,1989,53,27,41,0,121,3074,
63,Chatham,7-01C Garden City Senior Ctr,1542,181,177,99,0,457,107,144,136,0,387,16,7,12,0,35,879,
64,Chatham,7-03C PB Edwards Gym,1290,294,123,76,0,493,89,60,79,0,228,19,5,4,0,28,749,
65,Chatham,7-04C Lake Shore Comm Ctr,3067,190,174,59,0,423,365,688,337,1,1391,40,38,18,0,96,1910,
66,Chatham,7-05C Woodlawn Baptist Church 1305,132,128,42,0,302,128,178,106,0,412,17,3,5,0,25,739,,
67,Chatham,7-06C Pooler City Hall,3555,240,583,214,1,1038,169,490,409,1,1069,22,38,23,0,83,2190,
68,Chatham,7-07C Rothwell Baptist Church 3932,266,920,376,2,1564,114,426,382,4,926,22,36,30,2,90,2580,,
69,Chatham,7-08C Bloomingdale Comm Ctr,2733,497,633,204,0,1334,73,123,133,1,330,27,17,13,0,57,1721,
70,Chatham,7-09C Savannah Holy C of G,2823,242,312,154,1,709,199,361,351,2,913,18,24,19,1,62,1684,
71,Chatham,7-10C Progressive Rec Center,4288,269,444,166,2,881,308,725,509,4,1546,41,52,35,2,130,2557,
72,Chatham,7-11C Seventh Day Adv Church,6469,454,736,267,4,1461,399,1152,761,6,2318,78,80,45,4,207,3986,
73,Chatham,7-12C Pooler Church,3334,171,545,217,4,937,155,668,506,0,1329,26,37,35,0,98,2364,
74,Chatham,7-13C Southside Fire Trng Ctr 2513,230,711,371,1,1313,57,253,376,0,686,14,20,18,0,52,2051,,
