index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
70,Chatham,7-09C Savannah Holy C of G,2823,234,314,149,3,700,218,376,365,1,960,11,14,8,0,33,1693,
71,Chatham,7-10C Progressive Rec Center,4288,271,430,159,1,861,336,781,511,6,1634,24,31,27,1,83,2578,
72,Chatham,7-11C Seventh Day Adv Church,6469,444,729,228,3,1404,459,1210,795,6,2470,51,52,28,4,135,4009,
73,Chatham,7-12C Pooler Church,3334,178,546,211,4,939,174,694,523,0,1391,17,22,19,0,58,2388,
74,Chatham,7-13C Southside Fire Trng Ctr 2513,228,709,356,1,1294,70,278,415,0,763,11,12,9,0,32,2089,,
75,Chatham,7-14C Coastal Cathedral,7572,399,764,449,3,1615,567,1529,1168,5,3269,38,42,39,0,119,5003,
76,Chatham,7-15C Rice Creek School,2564,253,204,69,3,529,266,437,260,2,965,24,14,6,0,44,1538,
77,Chatham,7-16C Pooler Recreation Center Gymnasium3701,225,819,365,7,1416,118,584,468,6,1176,19,29,20,0,68,2660,,
78,Chatham,8-01C Civic Center,850,23,28,15,0,66,63,108,78,3,252,2,1,4,0,7,325,
79,Chatham,8-02C Hellenic Center,1709,69,63,39,0,171,192,365,243,0,800,17,10,5,0,32,1003,
80,Chatham,8-03C Silk Hope Baptist Church831,158,101,38,0,297,54,47,58,0,159,6,4,0,0,10,466,,
81,Chatham,8-05C W Broad St YMCA,1543,27,7,4,0,38,253,210,156,1,620,11,3,7,0,21,679,
82,Chatham,8-06C Tompkins Rec Center,1055,17,4,2,1,24,186,149,153,2,490,9,5,3,0,17,531,
83,Chatham,8-07C Woodville-Tompkins TI,630,8,5,2,0,15,124,104,86,1,315,3,1,2,0,6,336,
84,Chatham,8-08C Resur of Our Lord Church1704,12,8,8,1,29,314,263,266,3,846,11,3,0,0,14,889,,
85,Chatham,8-09C Moses Jackson Center,1362,10,5,5,0,20,260,194,196,8,658,8,4,5,0,17,695,
86,Chatham,8-10C Carver Heights Comm Ctr 1784,14,6,3,0,23,346,270,341,0,957,7,4,6,0,17,997,,
87,Chatham,8-11C Butler Elementary,1386,11,7,8,0,26,254,314,346,0,914,4,1,3,0,8,948,
88,Chatham,8-12C Beach High School,1310,41,56,15,0,112,158,212,156,2,528,6,4,4,0,14,654,
89,Chatham,8-13C Savannah Christian,1022,108,99,46,1,254,42,38,50,1,131,9,7,4,0,20,405,
90,Chatham,8-15C Garden City Rec Center,1622,26,28,19,0,73,210,290,232,3,735,1,5,2,0,8,816,
91,Chatham,8-16C Royal Cinemas and IMAX,3087,195,555,217,1,968,152,523,465,1,1141,9,25,16,1,51,2160,
