index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Chatham,1-01C First Presbyterian Church3187,319,393,261,0,973,204,671,668,0,1543,18,12,17,0,47,2563,,
1,Chatham,1-05C JEA Building,2106,211,241,141,0,593,161,399,365,0,925,13,14,8,2,37,1555,
2,Chatham,1-06C Central Church of Christ2035,340,299,225,1,865,107,252,309,2,670,20,9,7,0,36,1571,,
3,Chatham,1-08C Grace United Methodist Church1667,289,206,139,0,634,122,234,196,1,553,8,7,5,0,20,1207,,
4,Chatham,1-09C Immanuel Baptist Church 739,78,59,43,2,182,67,94,88,1,250,6,0,3,0,9,441,,
5,Chatham,1-10C St Thomas Episcopal Church1101,322,172,148,1,643,72,98,109,0,279,9,3,5,1,18,940,,
6,Chatham,1-12C Isle of Hope Baptist,1909,506,368,252,1,1127,96,186,202,0,484,9,5,2,0,16,1627,
7,Chatham,1-13C The Sanctuary,1396,237,237,104,1,579,97,141,166,0,404,10,7,5,0,22,1005,
8,Chatham,1-14C Compassion Christian Church1718,240,342,196,1,779,80,187,214,0,481,3,5,11,0,19,1279,,
9,Chatham,1-16C Ferguson Ave Baptist,2905,581,648,258,4,1491,135,208,224,1,568,19,7,4,0,30,2089,
10,Chatham,1-17C Islands Christian Church3136,457,805,418,0,1680,106,258,427,1,792,19,16,11,0,46,2518,,
11,Chatham,2-02C Blackshear Community Center1714,45,82,43,1,171,212,256,210,7,685,11,0,8,1,20,876,,
12,Chatham,2-03C W W Law Center,1609,55,48,23,0,126,194,249,242,1,686,13,9,3,1,26,838,
13,Chatham,2-04C Fellowship of Love Church3178,60,42,30,0,132,421,598,577,1,1597,18,14,13,0,45,1774,,
14,Chatham,2-05C Holy Spirit Lutheran Church2079,53,56,22,1,132,267,482,346,3,1098,19,10,8,0,37,1267,,
15,Chatham,2-06C Eli Whitney Complex,759,30,23,5,0,58,118,116,87,3,324,3,6,4,0,13,395,
16,Chatham,2-07C Christ Community Church 2808,101,79,54,0,234,327,563,407,2,1299,18,13,7,0,38,1571,,
17,Chatham,2-09C Salvation Army,3342,105,98,49,0,252,365,711,616,4,1696,25,14,11,0,50,1998,
18,Chatham,2-11C Stillwell Towers,1900,66,67,31,0,164,290,263,260,3,816,10,4,3,0,17,997,
19,Chatham,2-12C Williams Court Apts,1683,53,51,17,0,121,180,334,279,4,797,14,14,8,0,36,954,
20,Chatham,3-01C Old Courthouse,458,44,41,41,0,126,25,69,70,1,165,3,2,2,0,7,298,
21,Chatham,3-02C Temple Mickve Israel,1598,127,193,115,2,437,78,297,280,0,655,9,7,3,0,19,1111,
22,Chatham,3-03C Savannah High School,1185,20,31,17,1,69,192,197,125,3,517,5,4,3,1,13,599,
23,Chatham,3-04C First African Baptist Church1558,34,18,16,0,68,301,239,235,0,775,13,2,0,0,15,858,,
24,Chatham,3-05C Aldersgate Youth Center 2107,108,112,52,0,272,263,336,270,2,871,25,11,10,0,46,1189,,
25,Chatham,3-08C Jenkins High School,1210,83,93,42,0,218,126,239,192,0,557,6,5,4,0,15,790,
26,Chatham,3-09C Cokesbury Methodist,664,156,77,51,1,285,72,72,79,1,224,7,1,4,0,12,521,
27,Chatham,3-10C Bible Baptist Church,2640,98,72,45,0,215,392,514,444,1,1351,13,9,7,0,29,1595,
28,Chatham,3-11C Southside Baptist Church1481,56,66,35,1,158,231,263,197,2,693,12,3,4,0,19,870,,
29,Chatham,3-12C Thunderbolt Muni Complex1678,244,181,81,0,506,189,202,236,0,627,17,6,6,1,30,1163,,
30,Chatham,3-13C New Cov 7 Day Adv Ch,2303,164,237,122,0,523,206,364,249,1,820,12,8,9,0,29,1372,
31,Chatham,3-14C Oglethorpe Charter Academy2381,77,158,94,0,329,255,475,436,1,1167,11,7,7,0,25,1521,,
32,Chatham,3-15C Eli Whitney Complex,816,60,128,104,0,292,62,127,149,0,338,4,7,2,0,13,643,
33,Chatham,4-02C Frank Murray Comm Center2472,317,519,166,0,1002,116,253,283,0,652,16,14,5,0,35,1689,,
34,Chatham,4-04C Lighthouse Baptist Church2470,469,511,238,3,1221,101,201,275,1,578,17,13,9,0,39,1838,,
35,Chatham,4-05C St Francis Episcopal Church2244,453,452,205,1,1111,136,210,231,0,577,25,13,16,0,54,1742,,
36,Chatham,4-06C First Baptist of the Island2252,451,551,224,2,1228,108,180,235,0,523,18,5,5,1,29,1780,,
37,Chatham,4-07C Wilmington Island UMC,3370,517,734,314,4,1569,140,288,425,0,853,27,12,17,0,56,2478,
38,Chatham,4-08C Wilmington Island Pres Church2678,522,665,332,1,1520,111,210,312,1,634,15,6,8,0,29,2183,,
39,Chatham,4-10C Guard House Comm Ctr,1469,346,216,131,1,694,138,138,158,1,435,11,4,5,1,21,1150,
40,Chatham,4-11C Tybee Island School Cafe1640,487,166,118,1,772,181,113,183,0,477,8,2,3,0,13,1262,,
41,Chatham,4-12C St Peters Episcopal,2294,572,459,365,3,1399,99,149,305,0,553,9,4,4,0,17,1969,
42,Chatham,4-13C Skidaway Island Pres Church2469,499,485,482,2,1468,76,207,360,1,644,7,2,2,0,11,2123,,
43,Chatham,4-14C Skidaway Island Baptist 1744,371,321,297,3,992,48,136,307,0,491,3,3,3,0,9,1492,,
44,Chatham,4-15C Skidaway Island State Park0,298,321,421,4,1044,51,139,315,0,505,4,5,4,0,13,1562,,
45,Chatham,5-01C Bartlett Middle School,1063,67,50,34,0,151,138,174,126,0,438,7,8,9,0,24,613,
46,Chatham,5-02C Senior Citizens Center,783,27,11,7,1,46,109,118,120,0,347,1,1,5,0,7,400,
47,Chatham,5-03C Butler Presbyterian Church1078,9,8,4,0,21,182,164,176,6,528,10,1,4,0,15,564,,
48,Chatham,5-05C Liberty City Comm Ctr,2574,28,18,15,0,61,417,570,563,1,1551,12,4,10,1,27,1639,
49,Chatham,5-06C Seed Church,2598,80,66,37,1,184,255,435,322,7,1019,15,15,15,0,45,1248,
50,Chatham,5-07C Station 1,1856,101,86,56,0,243,208,331,225,5,769,16,9,11,1,37,1049,
51,Chatham,5-08C Savannah Primitive BC,1848,94,126,65,0,285,190,321,278,3,792,10,15,9,0,34,1111,
52,Chatham,5-10C Tatumville Community Center3507,37,45,24,0,106,535,661,658,5,1859,10,18,13,0,41,2006,,
53,Chatham,5-11C Largo-Tibet Elementary,3019,74,142,165,2,383,314,593,376,6,1289,18,11,21,0,50,1722,
54,Chatham,6-01C White Bluff Presbyterian1919,145,149,87,3,384,177,336,224,2,739,24,9,13,1,47,1170,,
55,Chatham,6-02C Windsor Forest Baptist,2290,394,395,217,0,1006,147,289,311,1,748,13,18,7,0,38,1792,
56,Chatham,6-03C Crusader Comm Center,2736,276,341,176,1,794,227,471,432,1,1131,15,13,7,0,35,1960,
57,Chatham,6-05C Windsor Hall,1993,144,177,102,0,423,215,321,249,0,785,10,12,11,0,33,1241,
58,Chatham,6-06C The Light Church,1543,130,205,89,0,424,134,183,142,0,459,24,8,9,0,41,924,
59,Chatham,6-08C Christ Memorial Baptist Church2194,98,147,72,0,317,220,389,262,2,873,9,15,14,0,38,1228,,
60,Chatham,6-09C Trinity Lutheran Church 3319,299,417,228,1,945,276,548,416,6,1246,20,23,19,1,63,2254,,
61,Chatham,6-10C Station 3,4184,387,677,291,1,1356,263,653,608,5,1529,17,20,18,1,56,2941,
62,Chatham,6-11C Bamboo Farms,5149,325,451,171,4,951,440,990,645,6,2081,35,18,30,0,83,3115,
63,Chatham,7-01C Garden City Senior Ctr,1542,186,184,104,0,474,114,143,144,0,401,15,9,5,0,29,904,
64,Chatham,7-03C PB Edwards Gym,1290,298,130,72,0,500,95,61,82,0,238,17,3,2,0,22,760,
65,Chatham,7-04C Lake Shore Comm Ctr,3067,184,182,54,0,420,395,705,348,1,1449,22,18,7,0,47,1916,
66,Chatham,7-05C Woodlawn Baptist Church 1305,131,128,38,0,297,143,185,107,0,435,7,3,2,0,12,744,,
67,Chatham,7-06C Pooler City Hall,3555,237,595,199,1,1032,187,506,425,1,1119,16,27,16,0,59,2210,
68,Chatham,7-07C Rothwell Baptist Church 3932,271,922,369,1,1563,131,454,404,3,992,16,29,21,2,68,2623,,
69,Chatham,7-08C Bloomingdale Comm Ctr,2733,504,642,196,0,1342,92,130,140,1,363,22,14,8,0,44,1749,
