County,Marvin Lim (Dem)_Election Day Votes,Marvin Lim (Dem)_Absentee by Mail Votes,Marvin Lim (Dem)_Advanced Voting Votes,Marvin Lim (Dem)_Provisional Votes,Marvin Lim (Dem)_TOTAL VOTES,Total,
Gwinnett,2339,2614,4978,12,9943,9943,
