County,Don L. Parsons (I) (Rep)_Election Day Votes,Don L. Parsons (I) (Rep)_Absentee by Mail Votes,Don L. Parsons (I) (Rep)_Advanced Voting Votes,Don L. Parsons (I) (Rep)_Provisional Votes,Don L. Parsons (I) (Rep)_TOTAL VOTES,Connie DiCicco (Dem)_Election Day Votes,Connie DiCicco (Dem)_Absentee by Mail Votes,Connie DiCicco (Dem)_Advanced Voting Votes,Connie DiCicco (Dem)_Provisional Votes,Connie DiCicco (Dem)_TOTAL VOTES,Total,
Cobb,4374,5256,7172,7,16809,2541,6870,6202,10,15623,32432,
