County,David Wilkerson (I) (Dem)_Election Day Votes,David Wilkerson (I) (Dem)_Absentee by Mail Votes,David Wilkerson (I) (Dem)_Advanced Voting Votes,David Wilkerson (I) (Dem)_Provisional Votes,David Wilkerson (I) (Dem)_TOTAL VOTES,Total,
Cobb,3519,9285,12171,39,25014,25014,
