County,El-Mahdi Holly (I) (Dem)_Election Day Votes,El-Mahdi Holly (I) (Dem)_Absentee by Mail Votes,El-Mahdi Holly (I) (Dem)_Advanced Voting Votes,El-Mahdi Holly (I) (Dem)_Provisional Votes,El-Mahdi Holly (I) (Dem)_TOTAL VOTES,Total,
Henry,3573,7474,16945,5,27997,27997,
