County,Sheila Clark Nelson (I) (Dem)_Election Day Votes,Sheila Clark Nelson (I) (Dem)_Absentee by Mail Votes,Sheila Clark Nelson (I) (Dem)_Advanced Voting Votes,Sheila Clark Nelson (I) (Dem)_Provisional Votes,Sheila Clark Nelson (I) (Dem)_TOTAL VOTES,Total,
Richmond,4778,5617,7209,0,17604,17604,
