County,Brad Thomas (Rep)_Election Day Votes,Brad Thomas (Rep)_Absentee by Mail Votes,Brad Thomas (Rep)_Advanced Voting Votes,Brad Thomas (Rep)_Provisional Votes,Brad Thomas (Rep)_TOTAL VOTES,William D. Hughes (Dem)_Election Day Votes,William D. Hughes (Dem)_Absentee by Mail Votes,William D. Hughes (Dem)_Advanced Voting Votes,William D. Hughes (Dem)_Provisional Votes,William D. Hughes (Dem)_TOTAL VOTES,Total,
Cherokee,5851,4944,14992,0,25787,1411,3662,4608,0,9681,35468,
