County,Jan Jones (I) (Rep)_Election Day Votes,Jan Jones (I) (Rep)_Absentee by Mail Votes,Jan Jones (I) (Rep)_Advanced Voting Votes,Jan Jones (I) (Rep)_Provisional Votes,Jan Jones (I) (Rep)_TOTAL VOTES,Anthia Owens Carter (Dem)_Election Day Votes,Anthia Owens Carter (Dem)_Absentee by Mail Votes,Anthia Owens Carter (Dem)_Advanced Voting Votes,Anthia Owens Carter (Dem)_Provisional Votes,Anthia Owens Carter (Dem)_TOTAL VOTES,Total,
Fulton,2769,4675,13278,114,20836,939,4484,7954,47,13424,34260,
