County,Renitta Shannon (I) (Dem)_Election Day Votes,Renitta Shannon (I) (Dem)_Absentee by Mail Votes,Renitta Shannon (I) (Dem)_Advanced Voting Votes,Renitta Shannon (I) (Dem)_Provisional Votes,Renitta Shannon (I) (Dem)_TOTAL VOTES,Total,
DeKalb,2891,11275,15774,49,29989,29989,
