County,Bee Nguyen (I) (Dem)_Election Day Votes,Bee Nguyen (I) (Dem)_Absentee by Mail Votes,Bee Nguyen (I) (Dem)_Advanced Voting Votes,Bee Nguyen (I) (Dem)_Provisional Votes,Bee Nguyen (I) (Dem)_TOTAL VOTES,Total,
DeKalb,2974,11364,18194,68,32600,32600,
