County,Yasmin Neal (Dem)_Election Day Votes,Yasmin Neal (Dem)_Absentee by Mail Votes,Yasmin Neal (Dem)_Advanced Voting Votes,Yasmin Neal (Dem)_Provisional Votes,Yasmin Neal (Dem)_TOTAL VOTES,Total,
Clayton,3604,4778,9409,74,17865,17865,
