County,Soo Hong (Rep)_Election Day Votes,Soo Hong (Rep)_Absentee by Mail Votes,Soo Hong (Rep)_Advanced Voting Votes,Soo Hong (Rep)_Provisional Votes,Soo Hong (Rep)_TOTAL VOTES,Gregg Kennard (I) (Dem)_Election Day Votes,Gregg Kennard (I) (Dem)_Absentee by Mail Votes,Gregg Kennard (I) (Dem)_Advanced Voting Votes,Gregg Kennard (I) (Dem)_Provisional Votes,Gregg Kennard (I) (Dem)_TOTAL VOTES,Total,
Gwinnett,2984,3254,7072,3,13313,2075,4837,7217,5,14134,27447,
