County,Ed Setzler (I) (Rep)_Election Day Votes,Ed Setzler (I) (Rep)_Absentee by Mail Votes,Ed Setzler (I) (Rep)_Advanced Voting Votes,Ed Setzler (I) (Rep)_Provisional Votes,Ed Setzler (I) (Rep)_TOTAL VOTES,Kyle Rinaudo (Dem)_Election Day Votes,Kyle Rinaudo (Dem)_Absentee by Mail Votes,Kyle Rinaudo (Dem)_Advanced Voting Votes,Kyle Rinaudo (Dem)_Provisional Votes,Kyle Rinaudo (Dem)_TOTAL VOTES,Total,
Cobb,3265,3973,7944,7,15189,2093,5864,6938,14,14909,30098,
