County,Mary Margaret Oliver (I) (Dem)_Election Day Votes,Mary Margaret Oliver (I) (Dem)_Absentee by Mail Votes,Mary Margaret Oliver (I) (Dem)_Advanced Voting Votes,Mary Margaret Oliver (I) (Dem)_Provisional Votes,Mary Margaret Oliver (I) (Dem)_TOTAL VOTES,Total,
DeKalb,2356,8453,10585,41,21435,21435,
