County,Marie Metze (I) (Dem)_Election Day Votes,Marie Metze (I) (Dem)_Absentee by Mail Votes,Marie Metze (I) (Dem)_Advanced Voting Votes,Marie Metze (I) (Dem)_Provisional Votes,Marie Metze (I) (Dem)_TOTAL VOTES,Total,
Fulton,3177,7718,15985,100,26980,26980,
