County,Chuck Efstration (I) (Rep)_Election Day Votes,Chuck Efstration (I) (Rep)_Absentee by Mail Votes,Chuck Efstration (I) (Rep)_Advanced Voting Votes,Chuck Efstration (I) (Rep)_Provisional Votes,Chuck Efstration (I) (Rep)_TOTAL VOTES,Nakita Hemingway (Dem)_Election Day Votes,Nakita Hemingway (Dem)_Absentee by Mail Votes,Nakita Hemingway (Dem)_Advanced Voting Votes,Nakita Hemingway (Dem)_Provisional Votes,Nakita Hemingway (Dem)_TOTAL VOTES,Total,
Gwinnett,3212,3401,10708,5,17326,2217,5057,9262,11,16547,33873,
