County,Jim Hickey (Rep)_Election Day Votes,Jim Hickey (Rep)_Absentee by Mail Votes,Jim Hickey (Rep)_Advanced Voting Votes,Jim Hickey (Rep)_Provisional Votes,Jim Hickey (Rep)_TOTAL VOTES,Erica Thomas (I) (Dem)_Election Day Votes,Erica Thomas (I) (Dem)_Absentee by Mail Votes,Erica Thomas (I) (Dem)_Advanced Voting Votes,Erica Thomas (I) (Dem)_Provisional Votes,Erica Thomas (I) (Dem)_TOTAL VOTES,Total,
Cobb,961,1445,2004,1,4411,2963,7333,10295,21,20612,25023,
