County,Charlice Byrd (Rep)_Election Day Votes,Charlice Byrd (Rep)_Absentee by Mail Votes,Charlice Byrd (Rep)_Advanced Voting Votes,Charlice Byrd (Rep)_Provisional Votes,Charlice Byrd (Rep)_TOTAL VOTES,Ginny Lennox (Dem)_Election Day Votes,Ginny Lennox (Dem)_Absentee by Mail Votes,Ginny Lennox (Dem)_Advanced Voting Votes,Ginny Lennox (Dem)_Provisional Votes,Ginny Lennox (Dem)_TOTAL VOTES,Total,
Cherokee,5517,4595,12146,4,22262,1869,4343,5203,1,11416,33678,
