County,"Pedro """"Pete"""" Marin (I) (Dem)_Election Day Votes","Pedro """"Pete"""" Marin (I) (Dem)_Absentee by Mail Votes","Pedro """"Pete"""" Marin (I) (Dem)_Advanced Voting Votes","Pedro """"Pete"""" Marin (I) (Dem)_Provisional Votes","Pedro """"Pete"""" Marin (I) (Dem)_TOTAL VOTES",Total,
Gwinnett,3183,4741,7064,27,15015,15015,
